Asset_Identifier,Asset_Popularity_With_Funds,Asset_Risk_Type,Asset_Marketing_Proportion_Index,Asset_Category,Asset_Type,Asset_Type_ID,Asset_Price,Office_Establishment_Year,Office_Scale,Office_Location_Type,Office_Type,Office_Year,Office_Identifier,Office_ID,Asset_Office_Sales
FDV32,7.785,0,0.088846306,6,Bonds,1,61.451,1999,1,0,1,14,OFF049,9,759.012
FDJ34,11.8,1,0.09357779,13,Bonds,1,125.9704,1987,0,2,1,26,OFF013,1,1877.556
FDG08,13.15,1,0.165694678,6,Bonds,1,171.8764,2002,2,1,1,11,OFF045,7,3779.0808
FDQ04,6.4,0,0.148392623,5,Bonds,1,41.5796,1985,2,0,0,28,OFF019,4,41.2796
FDW13,8.5,0,0.098438394,3,Bonds,1,51.1324,2007,2,1,1,6,OFF017,2,259.662
NCI17,8.645,0,0.143303291,8,Private Equity,2,96.341,1987,0,2,1,26,OFF013,1,193.082
FDY03,17.6,1,0.076276208,10,Bonds,1,110.9202,2002,2,1,1,11,OFF045,7,1687.803
FDS12,9.1,0,0.175103435,0,Bonds,1,127.5362,2007,2,1,1,6,OFF017,2,4655.9394
FDJ55,12.8,1,0.023511371,10,Bonds,1,225.9404,1987,0,2,1,26,OFF013,1,4950.8888
DRK01,7.63,0,0.06105276,14,ETF,0,95.4436,2004,2,1,1,9,OFF035,6,1418.154
FDG28,9.285,1,0.049559042,5,Bonds,1,246.4144,2007,2,1,1,6,OFF017,2,1225.072
FDY38,13.6,1,0.119418124,4,Bonds,1,231.03,2002,2,1,1,11,OFF045,7,5359.69
FDN01,8.895,0,0.072545601,2,Bonds,1,176.237,2002,2,1,1,11,OFF045,7,1764.37
NCR54,16.35,0,0.090486828,9,Private Equity,2,195.211,1987,0,2,1,26,OFF013,1,2553.343
FDG29,17.6,0,0.056245075,5,Bonds,1,43.3454,1987,0,2,1,26,OFF013,1,1006.6896
FDG24,7.975,0,0.014618973,0,Bonds,1,85.225,1987,0,2,1,26,OFF013,1,1081.925
FDG59,15.85,0,0.043479126,15,Bonds,1,36.7164,2007,2,1,1,6,OFF017,2,308.9312
FDM28,15.7,0,0.045166237,5,Bonds,1,178.666,1987,0,2,1,26,OFF013,1,2516.724
FDW04,8.985,1,0.057827101,5,Bonds,1,128.831,1997,2,0,1,16,OFF046,8,1428.141
FDS26,20.35,0,0.089394766,4,Bonds,1,260.1594,1987,0,2,1,26,OFF013,1,2093.2752
FDQ56,6.59,0,0.10550944,6,Bonds,1,85.6908,1987,0,2,1,26,OFF013,1,1929.4884
FDK51,19.85,0,0.005234153,4,Bonds,1,264.0884,2004,2,1,1,9,OFF035,6,5829.7448
FDL22,16.85,0,0.036390174,13,Bonds,1,91.4488,1997,2,0,1,16,OFF046,8,2082.6224
FDH19,19.35,0,0.03292824,10,Bonds,1,173.1738,1985,1,2,3,28,OFF027,5,7298.4996
FDY55,16.75,0,0.081252534,6,Bonds,1,256.4988,1987,0,2,1,26,OFF013,1,7452.9652
FDY03,17.6,1,0.076552407,10,Bonds,1,110.5202,2007,2,1,1,6,OFF017,2,450.0808
FDK21,7.905,0,0.016758569,13,Bonds,1,250.4408,1998,2,2,0,15,OFF010,0,500.6816
FDZ10,17.85,0,0.044248175,13,Bonds,1,126.202,1985,1,2,3,28,OFF027,5,3668.558
FDZ32,7.785,1,0.038288087,6,Bonds,1,103.1964,2009,1,2,2,4,OFF018,3,736.3748
NCZ18,7.825,0,0.186032678,9,Private Equity,2,253.0698,2004,2,1,1,9,OFF035,6,6088.0752
NCF07,9.0,0,0.031867464,9,Private Equity,2,101.0016,1985,1,2,3,28,OFF027,5,2125.2336
DRE49,20.75,0,0.021370201,14,ETF,0,153.0024,2007,2,1,1,6,OFF017,2,2277.036
FDJ08,11.1,0,0.193772568,6,Bonds,1,190.3846,1985,2,0,0,28,OFF019,4,573.2538
FDT39,6.26,1,0.009866049,10,Bonds,1,151.1366,2004,2,1,1,9,OFF035,6,2267.049
FDE08,18.2,0,0.082551042,6,Bonds,1,147.3734,1998,2,2,0,15,OFF010,0,296.9468
NCD06,13.0,0,0.099729888,9,Private Equity,2,46.306,2009,1,2,2,4,OFF018,3,559.272
FDB57,20.25,1,0.018801549,6,Bonds,1,222.1772,2004,2,1,1,9,OFF035,6,5559.43
NCT54,8.695,0,0.119721451,9,Private Equity,2,95.5094,1999,1,0,1,14,OFF049,9,1237.7222
DRF49,7.27,0,0.071222087,14,ETF,0,113.5518,2002,2,1,1,11,OFF045,7,569.259
FDM25,10.695,1,0.060371962,2,Bonds,1,174.0712,1985,1,2,3,28,OFF027,5,3866.9664
FDF20,12.85,0,0.033287541,6,Bonds,1,198.4768,2002,2,1,1,11,OFF045,7,1379.5376
FDH27,7.075,0,0.05858462,4,Bonds,1,142.7128,2009,1,2,2,4,OFF018,3,1869.5664
FDV60,20.2,1,0.11679292,0,Bonds,1,196.211,1985,1,2,3,28,OFF027,5,5499.508
FDY59,8.195,0,0.031452265,0,Bonds,1,94.3462,1999,1,0,1,14,OFF049,9,925.462
FDK36,7.09,0,0.00721395,0,Bonds,1,47.9034,2004,2,1,1,9,OFF035,6,583.2408
NCM31,6.095,0,0.081196619,11,Private Equity,2,141.4154,1997,2,0,1,16,OFF046,8,1418.154
FDE33,19.35,1,0.049916364,6,Bonds,1,80.2644,2007,2,1,1,6,OFF017,2,942.7728
FDU36,6.15,0,0.04627095,0,Bonds,1,99.3384,1997,2,0,1,16,OFF046,8,2364.9216
FDV13,17.35,1,0.02747716,3,Bonds,1,87.9856,1985,1,2,3,28,OFF027,5,3251.7672
FDV20,20.2,1,0.104704537,6,Bonds,1,125.2678,1985,2,0,0,28,OFF019,4,254.3356
NCQ54,17.7,0,0.012540003,9,Private Equity,2,167.0474,2004,2,1,1,9,OFF035,6,5895.659
FDO23,17.85,0,0.147023834,1,Bonds,1,93.7436,2009,1,2,2,4,OFF018,3,1134.5232
DRE60,9.395,0,0.159657596,14,ETF,0,224.972,2002,2,1,1,11,OFF045,7,7696.648
DRP47,15.75,0,0.141398626,7,ETF,0,250.5382,2007,2,1,1,6,OFF017,2,2775.7202
FDB21,7.475,0,0.148821808,6,Bonds,1,241.2854,2002,2,1,1,11,OFF045,7,5317.0788
FDR04,7.075,0,0.024750683,5,Bonds,1,98.0068,2009,1,2,2,4,OFF018,3,874.8612
FDX23,6.445,0,0.029691762,0,Bonds,1,92.6436,1997,2,0,1,16,OFF046,8,1039.9796
FDX19,19.1,0,0.096715523,6,Bonds,1,235.0958,2004,2,1,1,9,OFF035,6,3038.0454
FDD40,20.25,1,0.014790559,4,Bonds,1,193.6162,2004,2,1,1,9,OFF035,6,3848.324
FDA01,15.0,1,0.054378253,3,Bonds,1,59.1904,1997,2,0,1,16,OFF046,8,527.3136
FDS33,6.67,1,0.123428594,13,Bonds,1,89.1514,1997,2,0,1,16,OFF046,8,2390.8878
FDM50,13.0,1,0.029943463,3,Bonds,1,60.222,1985,1,2,3,28,OFF027,5,1677.816
FDB29,16.7,1,0.052368061,5,Bonds,1,112.7176,1987,0,2,1,26,OFF013,1,801.6232
FDF46,7.07,0,0.093861144,13,Bonds,1,115.5834,2002,2,1,1,11,OFF045,7,1267.0174
FDA33,6.48,0,0.033968647,13,Bonds,1,148.0076,2002,2,1,1,11,OFF045,7,886.8456
FDC08,19.0,1,0.173154079,6,Bonds,1,228.272,1998,2,2,0,15,OFF010,0,452.744
FDB53,13.35,0,0.139735226,5,Bonds,1,147.5392,2002,2,1,1,11,OFF045,7,3877.6192
FDY31,5.98,0,0.043351896,6,Bonds,1,146.6418,1985,1,2,3,28,OFF027,5,4414.254
DRQ35,9.3,0,0.042086652,7,ETF,0,122.4388,1985,1,2,3,28,OFF027,5,5448.9072
FDX36,9.695,1,0.12848269,0,Bonds,1,223.9404,1999,1,0,1,14,OFF049,9,4950.8888
DRD13,15.0,0,0.049357077,14,ETF,0,62.6168,2007,2,1,1,6,OFF017,2,958.752
FDC52,11.15,1,0.008326735,4,Bonds,1,149.9708,2007,2,1,1,6,OFF017,2,1956.1204
FDB45,20.85,0,0.021362955,6,Bonds,1,103.2306,1999,1,0,1,14,OFF049,9,2404.2038
NCK19,9.8,0,0.151420934,11,Private Equity,2,194.3478,1998,2,2,0,15,OFF010,0,387.4956
FDV51,16.35,0,0.032511818,10,Bonds,1,165.0842,1987,0,2,1,26,OFF013,1,994.7052
FDZ35,9.6,1,0.022323658,1,Bonds,1,101.299,2002,2,1,1,11,OFF045,7,1754.383
NCW17,18.0,0,0.019292355,8,Private Equity,2,129.9994,1985,1,2,3,28,OFF027,5,3340.9844
FDV59,13.35,0,0.048124443,1,Bonds,1,216.7166,2002,2,1,1,11,OFF045,7,3918.8988
DRH39,20.7,0,0.09261307,4,ETF,0,76.367,1987,0,2,1,26,OFF013,1,306.268
FDN60,15.1,0,0.094697274,0,Bonds,1,158.4604,1985,1,2,3,28,OFF027,5,4278.4308
FDU55,16.2,0,0.035984104,6,Bonds,1,260.6278,2002,2,1,1,11,OFF045,7,4425.5726
FDN58,13.8,1,0.056596985,13,Bonds,1,230.9984,1985,1,2,3,28,OFF027,5,9267.936
FDC41,15.6,0,0.2047,5,Bonds,1,76.867,1985,2,0,0,28,OFF019,4,229.701
FDO01,21.1,1,0.020618324,2,Bonds,1,129.3994,1985,1,2,3,28,OFF027,5,2055.9904
NCO43,5.5,0,0.04709821,11,Private Equity,2,101.3016,1997,2,0,1,16,OFF046,8,3339.6528
FDQ07,15.1,1,0.087584126,6,Bonds,1,221.7456,2002,2,1,1,11,OFF045,7,6410.3224
FDF28,15.7,1,0.038078899,5,Bonds,1,122.9046,2007,2,1,1,6,OFF017,2,1992.0736
FDM01,7.895,1,0.095102092,2,Bonds,1,104.4332,2007,2,1,1,6,OFF017,2,2870.9296
FDY49,17.2,1,0.011953902,3,Bonds,1,164.5184,1985,1,2,3,28,OFF027,5,2807.0128
FDR24,17.35,1,0.062799379,0,Bonds,1,88.183,1987,0,2,1,26,OFF013,1,539.298
NCY18,7.285,0,0.031125709,9,Private Equity,2,174.3054,1987,0,2,1,26,OFF013,1,4377.635
NCY30,20.25,0,0.026005891,9,Private Equity,2,180.9976,2002,2,1,1,11,OFF045,7,2716.464
FDJ22,18.75,0,0.09246392,13,Bonds,1,190.9504,1985,2,0,0,28,OFF019,4,383.5008
DRI37,15.85,0,0.107765165,14,ETF,0,59.5904,1999,1,0,1,14,OFF049,9,703.0848
FDL27,6.17,0,0.010647477,10,Bonds,1,66.3826,1999,1,0,1,14,OFF049,9,1937.478
NCO30,19.5,0,0.015749341,9,Private Equity,2,182.2608,1999,1,0,1,14,OFF049,9,3307.6944
NCB07,19.2,0,0.077628053,9,Private Equity,2,197.611,1999,1,0,1,14,OFF049,9,3142.576
FDX25,16.7,0,0.102071718,3,Bonds,1,181.2292,2009,1,2,2,4,OFF018,3,2554.0088
FDP59,20.85,1,0.056695731,1,Bonds,1,104.0648,2009,1,2,2,4,OFF018,3,1869.5664
FDR59,14.5,1,0.063993068,1,Bonds,1,260.4594,2002,2,1,1,11,OFF045,7,5494.8474
FDT27,11.395,1,0.069529262,10,Bonds,1,233.1616,1987,0,2,1,26,OFF013,1,6093.4016
DRI01,7.97,0,0.034452949,14,ETF,0,174.0422,1997,2,0,1,16,OFF046,8,2586.633
FDU09,7.71,1,0.06670068,13,Bonds,1,55.2956,1999,1,0,1,14,OFF049,9,1255.6988
FDH26,19.25,1,0.034699737,3,Bonds,1,141.7496,1997,2,0,1,16,OFF046,8,4093.3384
FDH27,7.075,0,0.058346939,4,Bonds,1,142.2128,1997,2,0,1,16,OFF046,8,3163.8816
FDN39,19.35,1,0.065203103,10,Bonds,1,166.0816,1985,1,2,3,28,OFF027,5,5033.448
FDH40,11.6,1,0.078929571,5,Bonds,1,79.9276,1997,2,0,1,16,OFF046,8,1137.1864
FDJ56,8.985,0,0.182514881,6,Bonds,1,98.77,1985,1,2,3,28,OFF027,5,2696.49
DRN47,12.1,0,0.016895293,7,ETF,0,178.566,2009,1,2,2,4,OFF018,3,898.83
NCO17,10.0,0,0.073379745,8,Private Equity,2,118.244,1997,2,0,1,16,OFF046,8,2756.412
FDX60,14.35,0,0.08075758,0,Bonds,1,81.896,2002,2,1,1,11,OFF045,7,878.856
FDT22,10.395,0,0.112271498,13,Bonds,1,58.222,1999,1,0,1,14,OFF049,9,659.142
FDX26,17.7,0,0.153741385,4,Bonds,1,182.6292,1985,2,0,0,28,OFF019,4,182.4292
FDG45,8.1,0,0.127929521,6,Bonds,1,211.4902,1987,0,2,1,26,OFF013,1,3610.6334
FDD44,8.05,1,0.07838564,6,Bonds,1,256.4646,2004,2,1,1,9,OFF035,6,5153.292
FDS15,9.195,1,0.078502143,10,Bonds,1,108.7596,2007,2,1,1,6,OFF017,2,2588.6304
FDL51,20.7,1,0.047684831,4,Bonds,1,212.5876,2009,1,2,2,4,OFF018,3,1286.3256
FDL32,15.7,1,0.123159656,6,Bonds,1,110.1544,2007,2,1,1,6,OFF017,2,1230.3984
FDZ07,15.1,1,0.138527892,6,Bonds,1,60.2194,1985,1,2,3,28,OFF027,5,1733.7432
NCW53,18.35,0,0.053392944,8,Private Equity,2,193.8162,1985,2,0,0,28,OFF019,4,384.8324
NCA54,16.5,0,0.036715907,9,Private Equity,2,180.0318,2002,2,1,1,11,OFF045,7,3969.4996
FDX09,9.0,0,0.065236932,13,Bonds,1,176.437,2004,2,1,1,9,OFF035,6,7763.228
FDO51,6.785,1,0.041947547,10,Bonds,1,41.2112,1987,0,2,1,26,OFF013,1,809.6128
FDW49,19.5,0,0.082888496,3,Bonds,1,178.6002,2009,1,2,2,4,OFF018,3,1253.7014
FDB27,7.575,0,0.055390121,4,Bonds,1,195.2768,1997,2,0,1,16,OFF046,8,5715.2272
FDF45,18.2,1,0.012194556,6,Bonds,1,57.7904,1987,0,2,1,26,OFF013,1,1464.76
FDV02,16.75,0,0.060495243,4,Bonds,1,169.8106,1987,0,2,1,26,OFF013,1,3251.1014
FDY28,7.47,1,0.181050859,5,Bonds,1,214.3218,2004,2,1,1,9,OFF035,6,4274.436
FDX31,20.35,1,0.014753811,6,Bonds,1,231.7958,1985,1,2,3,28,OFF027,5,5375.0034
FDR43,18.2,0,0.160707489,6,Bonds,1,38.019,1985,1,2,3,28,OFF027,5,1318.284
FDP51,13.85,1,0.085622362,10,Bonds,1,119.4124,2009,1,2,2,4,OFF018,3,2251.7356
FDL52,6.635,1,0.046350909,5,Bonds,1,37.4506,2007,2,1,1,6,OFF017,2,1176.4686
FDR44,6.11,1,0.102920886,6,Bonds,1,130.4968,1997,2,0,1,16,OFF046,8,3523.4136
FDB34,15.25,0,0.026604781,13,Bonds,1,86.2198,2004,2,1,1,9,OFF035,6,610.5386
FDC50,15.85,0,0.151983839,3,Bonds,1,96.4094,2004,2,1,1,9,OFF035,6,1237.7222
FDT57,15.2,0,0.031860325,13,Bonds,1,235.1248,1998,2,2,0,15,OFF010,0,474.0496
FDP22,14.65,1,0.099392369,13,Bonds,1,52.6666,1985,1,2,3,28,OFF027,5,717.7324
DRE49,20.75,0,0.021250002,14,ETF,0,150.5024,1997,2,0,1,16,OFF046,8,2580.6408
FDM40,10.195,0,0.159936948,5,Bonds,1,143.2154,1997,2,0,1,16,OFF046,8,2552.6772
FDY32,7.605,0,0.129503146,6,Bonds,1,164.021,2002,2,1,1,11,OFF045,7,3914.904
FDW07,18.0,1,0.142688846,6,Bonds,1,88.5514,1997,2,0,1,16,OFF046,8,796.9626
FDU02,13.35,0,0.179484411,4,Bonds,1,228.9352,1985,2,0,0,28,OFF019,4,916.1408
NCF18,18.35,0,0.089163056,9,Private Equity,2,191.3504,2002,2,1,1,11,OFF045,7,3259.7568
FDQ56,6.59,0,0.105761491,6,Bonds,1,84.8908,1999,1,0,1,14,OFF049,9,1677.816
FDN58,13.8,1,0.056960814,13,Bonds,1,230.0984,1999,1,0,1,14,OFF049,9,3707.1744
FDG35,21.2,1,0.00704098,15,Bonds,1,173.5738,1997,2,0,1,16,OFF046,8,2954.1546
FDY34,10.5,1,0.011026594,13,Bonds,1,166.4842,2009,1,2,2,4,OFF018,3,2652.5472
NCE19,8.97,0,0.093203257,9,Private Equity,2,52.7956,2002,2,1,1,11,OFF045,7,1037.3164
NCK31,10.895,0,0.026916794,11,Private Equity,2,50.9666,1985,1,2,3,28,OFF027,5,717.7324
NCJ29,10.6,0,0.035264298,8,Private Equity,2,86.1224,2002,2,1,1,11,OFF045,7,426.112
FDT59,13.65,0,0.015908424,1,Bonds,1,231.1668,2004,2,1,1,9,OFF035,6,6911.004
NCX41,19.0,0,0.017719277,8,Private Equity,2,211.0244,1997,2,0,1,16,OFF046,8,3811.0392
FDU45,15.6,1,0.035334201,13,Bonds,1,115.3518,1985,1,2,3,28,OFF027,5,2277.036
FDW24,6.8,0,0.065652494,0,Bonds,1,48.9034,1985,2,0,0,28,OFF019,4,48.6034
FDF22,6.865,0,0.056919038,13,Bonds,1,212.8218,1999,1,0,1,14,OFF049,9,5770.4886
FDM60,10.8,1,0.048143292,0,Bonds,1,40.2138,1997,2,0,1,16,OFF046,8,690.4346
FDR02,16.7,0,0.022047313,4,Bonds,1,110.2886,1987,0,2,1,26,OFF013,1,1890.2062
DRP35,18.85,0,0.090427268,7,ETF,0,126.2336,1985,1,2,3,28,OFF027,5,3195.84
FDS48,15.15,0,0.027779254,0,Bonds,1,150.1708,1997,2,0,1,16,OFF046,8,1504.708
NCZ42,10.5,0,0.011305397,9,Private Equity,2,238.3248,1998,2,2,0,15,OFF010,0,711.0744
FDZ38,17.6,0,0.008033611,4,Bonds,1,174.2422,2009,1,2,2,4,OFF018,3,4311.055
FDH19,19.35,0,0.033088472,10,Bonds,1,175.4738,1997,2,0,1,16,OFF046,8,521.3214
NCB55,15.7,0,0.160663021,9,Private Equity,2,59.4562,1997,2,0,1,16,OFF046,8,829.5868
FDC15,18.1,0,0.178975721,4,Bonds,1,155.5288,2007,2,1,1,6,OFF017,2,1571.288
FDF11,10.195,1,0.017627888,15,Bonds,1,239.6538,2004,2,1,1,9,OFF035,6,2403.538
FDW35,10.6,0,0.0194158,1,Bonds,1,41.6454,1985,2,0,0,28,OFF019,4,83.8908
FDB44,6.655,0,0.016993225,6,Bonds,1,211.0586,2002,2,1,1,11,OFF045,7,844.2344
NCC06,19.0,0,0.027139013,9,Private Equity,2,127.3336,2007,2,1,1,6,OFF017,2,2940.1728
FDR04,7.075,0,0.03777249,5,Bonds,1,98.0068,1998,2,2,0,15,OFF010,0,291.6204
FDB17,13.15,0,0.036746479,5,Bonds,1,181.2976,2002,2,1,1,11,OFF045,7,3259.7568
FDW43,20.1,1,0.022460102,6,Bonds,1,226.8036,1999,1,0,1,14,OFF049,9,3415.554
FDA27,20.35,1,0.030999068,4,Bonds,1,256.7672,2009,1,2,2,4,OFF018,3,5624.6784
NCU41,18.85,0,0.05213575,8,Private Equity,2,190.1846,1999,1,0,1,14,OFF049,9,6687.961
FDY56,16.35,1,0.062508438,6,Bonds,1,227.1062,1999,1,0,1,14,OFF049,9,5642.655
FDV39,11.3,0,0.007309544,10,Bonds,1,196.2426,2009,1,2,2,4,OFF018,3,4943.565
FDN32,17.5,0,0.015623754,6,Bonds,1,182.6266,2009,1,2,2,4,OFF018,3,3135.2522
FDW07,18.0,1,0.142978223,6,Bonds,1,87.4514,2002,2,1,1,11,OFF045,7,796.9626
FDZ27,7.935,0,0.017191055,4,Bonds,1,51.535,2002,2,1,1,11,OFF045,7,848.895
FDW23,5.765,0,0.143592939,0,Bonds,1,37.3164,1985,2,0,0,28,OFF019,4,38.6164
FDU01,20.25,1,0.011995271,3,Bonds,1,184.5924,1997,2,0,1,16,OFF046,8,4997.4948
FDF10,15.5,1,0.15717236,13,Bonds,1,149.1418,1999,1,0,1,14,OFF049,9,588.5672
DRH03,17.25,0,0.061393095,4,ETF,0,91.812,1985,2,0,0,28,OFF019,4,372.848
FDW27,5.86,1,0.264124669,10,Bonds,1,155.7314,1985,2,0,0,28,OFF019,4,155.1314
DRI13,15.35,0,0.020310046,14,ETF,0,218.0508,1987,0,2,1,26,OFF013,1,3038.7112
NCR05,10.1,0,0.054630834,8,Private Equity,2,200.2084,1997,2,0,1,16,OFF046,8,1587.2672
FDB29,16.7,1,0.052517969,5,Bonds,1,115.4176,2002,2,1,1,11,OFF045,7,687.1056
FDL51,20.7,1,0.047565208,4,Bonds,1,213.4876,1999,1,0,1,14,OFF049,9,1929.4884
FDB11,16.0,0,0.060797393,15,Bonds,1,223.8404,1987,0,2,1,26,OFF013,1,3600.6464
FDI35,14.0,0,0.041291169,15,Bonds,1,180.7634,1997,2,0,1,16,OFF046,8,2181.1608
FDX08,12.85,0,0.022604051,6,Bonds,1,181.4318,1997,2,0,1,16,OFF046,8,3428.2042
FDP59,20.85,1,0.056580228,1,Bonds,1,105.6648,2002,2,1,1,11,OFF045,7,623.1888
NCJ18,12.35,0,0.164196823,9,Private Equity,2,120.5124,1999,1,0,1,14,OFF049,9,2133.2232
FDJ41,6.85,0,0.022976497,5,Bonds,1,261.6594,2009,1,2,2,4,OFF018,3,3401.5722
FDU08,10.3,0,0.027310252,6,Bonds,1,101.0042,2004,2,1,1,9,OFF035,6,1289.6546
FDS09,8.895,1,0.141975462,13,Bonds,1,49.6008,1985,2,0,0,28,OFF019,4,50.6008
DRH15,8.775,0,0.137570242,4,ETF,0,45.9428,1987,0,2,1,26,OFF013,1,790.9704
NCV17,18.85,0,0.01619866,8,Private Equity,2,129.2626,2007,2,1,1,6,OFF017,2,3147.9024
NCO54,19.5,0,0.014205168,9,Private Equity,2,56.7614,1985,1,2,3,28,OFF027,5,2486.763
FDE24,14.85,0,0.09344495,0,Bonds,1,141.0812,2004,2,1,1,9,OFF035,6,1139.8496
FDH53,20.5,1,0.019199733,5,Bonds,1,84.3592,1997,2,0,1,16,OFF046,8,1816.3024
FDZ13,7.84,1,0.154120252,3,Bonds,1,51.935,2009,1,2,2,4,OFF018,3,199.74
FDW28,18.25,0,0.089004389,5,Bonds,1,196.7452,2002,2,1,1,11,OFF045,7,978.726
FDU46,10.3,1,0.011117041,13,Bonds,1,85.854,1987,0,2,1,26,OFF013,1,2683.174
NCE43,12.5,0,0.103422709,9,Private Equity,2,169.9448,2004,2,1,1,9,OFF035,6,2897.5616
FDS26,20.35,0,0.089035961,4,Bonds,1,260.5594,1985,1,2,3,28,OFF027,5,9158.079
FDB14,20.25,1,0.102723919,3,Bonds,1,93.212,1997,2,0,1,16,OFF046,8,1957.452
DRB48,16.75,1,0.024733134,14,ETF,0,40.2822,1985,1,2,3,28,OFF027,5,1296.3126
NCC42,15.0,0,0.044871033,8,Private Equity,2,140.3838,1987,0,2,1,26,OFF013,1,2528.7084
FDQ20,8.325,0,0.029760052,6,Bonds,1,38.7138,1987,0,2,1,26,OFF013,1,284.2966
FDA13,15.85,0,0.078999287,3,Bonds,1,38.6506,2007,2,1,1,6,OFF017,2,759.012
FDZ15,13.1,0,0.020870744,4,Bonds,1,117.3782,1997,2,0,1,16,OFF046,8,1787.673
NCV42,6.26,0,0.031599715,9,Private Equity,2,111.3228,2007,2,1,1,6,OFF017,2,2431.5016
DRI51,17.25,0,0.042413704,4,ETF,0,173.1764,2009,1,2,2,4,OFF018,3,4466.1864
FDO28,5.765,0,0.072284689,5,Bonds,1,119.9098,2004,2,1,1,9,OFF035,6,2048.6666
NCS54,13.6,0,0.009984847,9,Private Equity,2,175.437,1987,0,2,1,26,OFF013,1,1940.807
FDH16,10.5,0,0.052852621,5,Bonds,1,88.783,2007,2,1,1,6,OFF017,2,2067.309
FDG24,7.975,0,0.014660821,0,Bonds,1,85.125,2002,2,1,1,11,OFF045,7,2663.2
FDR52,12.65,1,0.076354362,5,Bonds,1,192.1846,2009,1,2,2,4,OFF018,3,1146.5076
NCH06,12.3,0,0.076709639,9,Private Equity,2,247.846,2002,2,1,1,11,OFF045,7,3448.844
FDA36,5.985,0,0.005677876,0,Bonds,1,184.8924,2002,2,1,1,11,OFF045,7,1665.8316
FDU56,16.85,0,0.044395576,6,Bonds,1,184.7266,1985,1,2,3,28,OFF027,5,8114.7704
FDT09,15.15,1,0.012282366,13,Bonds,1,132.5284,1999,1,0,1,14,OFF049,9,1713.7692
FDU25,12.35,0,0.026681262,3,Bonds,1,56.4246,1997,2,0,1,16,OFF046,8,810.9444
FDK41,14.3,0,0.127541722,5,Bonds,1,84.9224,1997,2,0,1,16,OFF046,8,1193.1136
NCT54,8.695,0,0.119513002,9,Private Equity,2,93.4094,2004,2,1,1,9,OFF035,6,856.8846
FDV51,16.35,0,0.054463442,10,Bonds,1,163.8842,1998,2,2,0,15,OFF010,0,165.7842
FDM24,6.135,1,0.079339758,0,Bonds,1,151.3366,2002,2,1,1,11,OFF045,7,1057.9562
NCO30,19.5,0,0.015756784,9,Private Equity,2,185.0608,2002,2,1,1,11,OFF045,7,2205.1296
FDQ45,9.5,1,0.010907967,13,Bonds,1,182.3608,1987,0,2,1,26,OFF013,1,2940.1728
DRK59,8.895,0,0.07543556,7,ETF,0,235.8616,2004,2,1,1,9,OFF035,6,3046.7008
FDW28,18.25,0,0.09880266,5,Bonds,1,196.8452,1997,2,0,1,16,OFF046,8,3327.6684
FDC02,21.35,0,0.115194717,3,Bonds,1,258.3278,1998,2,2,0,15,OFF010,0,520.6556
FDR21,19.7,0,0.066922802,13,Bonds,1,174.837,2004,2,1,1,9,OFF035,6,2999.429
FDN48,13.35,0,0.064636203,0,Bonds,1,90.0804,1985,1,2,3,28,OFF027,5,2113.2492
FDT44,16.6,0,0.103195401,6,Bonds,1,117.8466,2002,2,1,1,11,OFF045,7,942.7728
FDX14,13.1,0,0.13121032,4,Bonds,1,74.0354,1985,2,0,0,28,OFF019,4,75.2354
FDH57,10.895,0,0.035747522,6,Bonds,1,133.6284,1997,2,0,1,16,OFF046,8,1581.9408
FDH28,15.85,1,0.192650072,5,Bonds,1,37.4506,1985,2,0,0,28,OFF019,4,37.9506
NCT41,15.7,0,0.098031771,8,Private Equity,2,151.3024,1985,2,0,0,28,OFF019,4,151.8024
FDO11,8.0,1,0.030118338,1,Bonds,1,248.8092,1985,1,2,3,28,OFF027,5,3486.1288
NCP42,8.51,0,0.016201845,9,Private Equity,2,195.2478,2007,2,1,1,6,OFF017,2,4262.4516
FDN09,14.15,0,0.05837308,13,Bonds,1,243.9828,1998,2,2,0,15,OFF010,0,731.0484
FDP32,6.65,0,0.087652908,6,Bonds,1,128.8678,2004,2,1,1,9,OFF035,6,1398.8458
FDV57,15.25,1,0.065999008,13,Bonds,1,177.966,1999,1,0,1,14,OFF049,9,2336.958
FDW28,18.25,0,0.088750333,5,Bonds,1,196.5452,1987,0,2,1,26,OFF013,1,2348.9424
FDR56,15.5,1,0.100277876,6,Bonds,1,196.8768,1985,1,2,3,28,OFF027,5,7094.7648
FDA40,16.0,1,0.099252438,5,Bonds,1,87.4856,2004,2,1,1,9,OFF035,6,1054.6272
NCG42,19.2,0,0.041283893,9,Private Equity,2,127.831,2002,2,1,1,11,OFF045,7,1298.31
NCK54,12.15,0,0.029510977,9,Private Equity,2,117.815,2007,2,1,1,6,OFF017,2,2330.3
FDE16,8.895,0,0.026384672,5,Bonds,1,208.9954,1999,1,0,1,14,OFF049,9,4584.6988
FDB15,10.895,0,0.228993134,4,Bonds,1,263.4568,1998,2,2,0,15,OFF010,0,527.3136
FDC40,16.0,1,0.065431917,4,Bonds,1,76.1986,2007,2,1,1,6,OFF017,2,1869.5664
FDE53,10.895,0,0.026749991,5,Bonds,1,106.928,1985,1,2,3,28,OFF027,5,2876.256
FDK24,9.195,0,0.116445981,0,Bonds,1,43.6744,2009,1,2,2,4,OFF018,3,407.4696
